"Дата","Название","ИНН","Адрес","Сайт","Признаки, установленные Банком России","Деятельность прекращена","Дополнительно"
2021-12-28,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮВЕЛИР""","7727271623","117461, г. Москва, ул. Каховка, д. 20 стр. 2 каб. 6Б; 
125464, г. Москва, Пятницкое шоссе, д. 16; 
125430, г. Москва, ул. Митинская, д. 52.","msk-lombard.ru","Признаки нелегального кредитора",0,
2021-12-27,"Alfido Invest",,,"alfidoinvest.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-27,"CESAR.fund, ЦЕЗАРЬ.ФОНД",,,"cesar.fund","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-27,"ChainMain",,,"chainmine.io","Признаки ""финансовой пирамиды""",0,
2021-12-27,"DragonProfit, Dragon-Profit",,,"dragon-profit.ru","Признаки ""финансовой пирамиды""",0,
2021-12-27,"Forum-invest, Forum-Invest Inc. Ltd",,,"forum-invest.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-27,"FVP TRADE LTD, FVP TRADE, FVP TRADE PTY LTD",,,"fvptrade.com, live-mt4.fvptrade.com","Признаки ""финансовой пирамиды""",0,
2021-12-27,"Goldenbroox, Goldenbroox Ltd",,,"goldenbroox.com, client.goldenbroox.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-27,"LIBERTA",,,"liberta.one","Признаки ""финансовой пирамиды""",0,
2021-12-27,"Merry-christmas.today",,,"merry-christmas.today","Признаки ""финансовой пирамиды""",0,
2021-12-27,"Private Trade",,,"private-trade.best","Признаки ""финансовой пирамиды""",0,
2021-12-27,"SMART INVESTMENT, SMART-INVEST",,,"smart-invest.in","Признаки ""финансовой пирамиды""",0,
2021-12-27,"Swed Markets, Trading Platform LTD",,,"swedmarkets.com, private.swedmarkets.com","Признаки ""финансовой пирамиды""",0,
2021-12-27,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""М-ГРУПП""","7725275710","115432, г. Москва, ул. Трофимова, двлд. 14, стр. 1, этаж МАНСАРДА, пом. VI, ком. 5",,"Признаки ""финансовой пирамиды""",0,
2021-12-27,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛОМБАРД ""ЗОЛОТО""","4011020944","249091, КАЛУЖСКАЯ ОБЛАСТЬ, МАЛОЯРОСЛАВЕЦКИЙ РАЙОН, Г. МАЛОЯРОСЛАВЕЦ, УЛИЦА 17 СТРЕЛКОВОЙ ДИВИЗИИ, 2, Б",,"Признаки нелегального кредитора",0,
2021-12-27,"Сars-Money, Money-car",,,"cars-money.biz, money-car.biz","Признаки ""финансовой пирамиды""",0,
2021-12-24,"Bio Lab",,,"biolab.world","Признаки ""финансовой пирамиды""",0,
2021-12-24,"Blackrockbot",,,"www.blackrockbot.com","Признаки ""финансовой пирамиды""",0,
2021-12-24,"CRYPTO MASTER",,,"crypto-master.co.uk, tradersroom.platform.so/main","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-24,"Dener-Global",,,"denerglobal.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-24,"EXCBit",,,"excbit.com, trade.excbit.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-24,"FavorTrades, Alcon Pro LLC",,,"ru.favortrades.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-24,"FIN Center",,,"fincenter.live","Признаки ""финансовой пирамиды""",0,
2021-12-24,"Gemuco",,,"gemuco.com, trade.gemuco.co, gemuco.co","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-24,"Global State Finance, ACS Actualy Conculting",,,"gs-finance.com, account.gs-finance.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-24,"Inertia Finance, INERTIAFINANCE, Tryst Consulting LLC",,,"inertiafinance.co","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-24,"IPCTrade, Intelligence Prime Capital LTD",,,"iprimecapital.com, member.iprimecapital.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-24,"Jtmarkets, Jt markets, J.T. Invest Holdings PTY",,,"jtmarkets.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-24,"Ontario FX Markets LLC, Ontario FX",,,"ontariofx.com, client.ontariofx.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-24,"Pantera Capital Trade Limited",,,"panteracaptrade.com, trade.panteracaptrade.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-24,"Planet Invest Limited",,,"www.planetinvestlimited.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-24,"STORMBULL, STORMBULL S",,,"stormbull.monster","Признаки ""финансовой пирамиды""",0,
2021-12-24,"TRXNEXT",,,"trxnext.net","Признаки ""финансовой пирамиды""",0,
2021-12-24,"Комиссионный магазин ""ТехноХенд""",,"248000, Калужская область, г. Калуга, ул. Дзержинского, д. 1/46;
249096, Калужская область, г. Малоярославец, ул. Ленина, д. 3А.",,"Признаки нелегального кредитора",0,
2021-12-24,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТИЦИОННЫЙ ФОНД ЯРД КАПИТАЛ"" (YARD CAPITAL, CLUB YARD CAPITAL)","7703438489","123112, г. Москва, Пресненская набережная, д.8, стр.1, этаж 55, пом. 551С, ком.1",,"Признаки ""финансовой пирамиды""",0,
2021-12-24,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОМБАРД ДОВЕРИЕ""","0268074278","453100, Республика Башкортостан, г. Стерлитамак, ул. Артема, д. 69, кв. 44",,"Признаки нелегального кредитора",0,
2021-12-24,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЗВОНКАЯ МОНЕТА"" (МИКРОКРЕДИТНАЯ КОМПАНИЯ ""ЗВОНКАЯ МОНЕТА"")","7720851022","111524, г. Москва, вн. тер. г.муниципальный округ Перово, ул. Электродная, д.2, стр.34, этаж/ком./офис 2/3/А1А",,"Признаки нелегального кредитора",0,
2021-12-24,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""СОЛИДАРНОСТЬ""","1435300548","677001, Республика Саха (Якутия), г. Якутск, ул. Бестужева-Марлинского, д. 9, к. 1, кв. 48",,"Признаки нелегального кредитора",0,
2021-12-24,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИКРОКРЕДИТНАЯ КОМПАНИЯ ""УДАЧНЫЙ КРЕДИТ""","5262367213","603057, Нижегородская область, г. Нижний Новгород, пер. Нартова, д. 2Г офис 15",,"Признаки нелегального кредитора",0,
2021-12-24,"ПОБЕДА АВТО",,,"avto-pobeda63.ru, spb.avto-pobeda63.ru, ekb.avto-pobeda63.ru, kzn.avto-pobeda63.ru, krn.avto-pobeda63.ru, krg.avto-pobeda63.ru, mag.avto-pobeda63.ru, nbc.avto-pobeda63.ru, nn.avto-pobeda63.ru, pnz.avto-pobeda63.ru, prm.avto-pobeda63.ru, rzn.avto-pobeda63.ru, smr.avto-pobeda63.ru, srt.avto-pobeda63.ru, szr.avto-pobeda63.ru, tlt.avto-pobeda63.ru, tmn.avto-pobeda63.ru, ufa.avto-pobeda63.ru, chl.avto-pobeda63.ru","Признаки нелегального кредитора",0,
2021-12-23,"Acam LTD",,,"acamltd.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-23,"ALFATRUST",,,"alfatrust.com","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-23,"AMPHENE",,,"amphene.site","Признаки ""финансовой пирамиды""",0,
2021-12-23,"Askica",,,"askica.com, trade.askica.co","Признаки нелегального профессионального участника рынка ценных бумаг",0,
2021-12-23,"Bilgoms",,,"bilgoms.fun","Признаки ""финансовой пирамиды""",0,
2021-12-23,"Coinlord",,,"coinlord.biz","Признаки ""финансовой пирамиды""",0,
2021-12-23,"Dino-Money",,,"dino-money.com","Признаки ""финансовой пирамиды""",0,
